site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Glandaz Point,GLAN,48.1,-63.9591,-65.0911,gentoo penguin,23,12,1982,1982,75,1,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Glandaz Point,GLAN,48.1,-63.9591,-65.0911,gentoo penguin,25,12,2006,2006,100,5,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Glandaz Point,GLAN,48.1,-63.9591,-65.0911,gentoo penguin,19,2,2008,2007,133,4,nests,ground photo,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Glandaz Point,GLAN,48.1,-63.9591,-65.0911,gentoo penguin,14,2,2009,2008,38,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Glandaz Point,GLAN,48.1,-63.9591,-65.0911,gentoo penguin,10,12,2008,2008,49,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Glandaz Point,GLAN,48.1,-63.9591,-65.0911,gentoo penguin,14,12,2010,2010,63,2,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Glandaz Point,GLAN,48.1,-63.9591,-65.0911,gentoo penguin,20,1,2013,2012,145,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Glandaz Point,GLAN,48.1,-63.9591,-65.0911,gentoo penguin,4,1,2015,2014,199,3,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Gosling Islands,GOSL,48.2,-45.9178,-60.6406,adelie penguin,4,1,1984,1983,8523,3,chicks,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.",None
Gosling Islands,GOSL,48.2,-45.9178,-60.6406,chinstrap penguin,4,1,1984,1983,9764,3,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.",None
Gosling Islands,GOSL,48.2,-45.9178,-60.6406,gentoo penguin,4,1,1984,1983,874,1,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.",None
Gourdin Island,GOUR,48.1,-57.3074,-63.1969,gentoo penguin,2,12,1997,1997,568,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.","Incomplete count, represents a minimum number."
Gourdin Island,GOUR,48.1,-57.3074,-63.1969,adelie penguin,2,12,1998,1998,16334,2,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Gourdin Island,GOUR,48.1,-57.3074,-63.1969,chinstrap penguin,10,1,2015,2014,None,None,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",Large but uncounted population.
Gourdin Island,GOUR,48.1,-57.3074,-63.1969,adelie penguin,22,12,2015,2015,24239,1,nests,ground,"<strong>Borowicz, A., P. McDowall, C. Youngflesh, T. Sayre-McCord, G. Clucas, R. Herman, S. Forrest, M. Rider, M. Schwaller, T. Hart, S. Jenouvrier, M. Polito, H. Singh, and H. J. Lynch, </strong><i> ???? </i> Unpublished data from the Danger Islands Expedition December 2015.",None
Gourdin Island,GOUR,48.1,-57.3074,-63.1969,chinstrap penguin,22,12,2015,2015,4792,1,nests,ground,"<strong>Borowicz, A., P. McDowall, C. Youngflesh, T. Sayre-McCord, G. Clucas, R. Herman, S. Forrest, M. Rider, M. Schwaller, T. Hart, S. Jenouvrier, M. Polito, H. Singh, and H. J. Lynch, </strong><i> ???? </i> Unpublished data from the Danger Islands Expedition December 2015.",None
Gourdin Island,GOUR,48.1,-57.3074,-63.1969,gentoo penguin,22,12,2015,2015,1320,1,nests,ground,"<strong>Borowicz, A., P. McDowall, C. Youngflesh, T. Sayre-McCord, G. Clucas, R. Herman, S. Forrest, M. Rider, M. Schwaller, T. Hart, S. Jenouvrier, M. Polito, H. Singh, and H. J. Lynch, </strong><i> ???? </i> Unpublished data from the Danger Islands Expedition December 2015.",None
The Green Glen,GREE,48.1,-55.266,-61.271,chinstrap penguin,19,12,1970,1970,11555,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
The Green Glen,GREE,48.1,-55.266,-61.271,gentoo penguin,19,12,1970,1970,60,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Georges Rib,GRIB,48.1,-54.973,-61.157,chinstrap penguin,18,1,1971,1970,280,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Georges Rib,GRIB,48.1,-54.973,-61.157,gentoo penguin,16,2,1971,1970,500,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,9,2,1987,1986,2500,3,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,adelie penguin,Unknown,Unknown,1987,1987,2,1,nests,None,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,gentoo penguin,Unknown,Unknown,1987,1987,1016,1,nests,ground,"<strong>Woehler, E. J., </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,23,1,1995,1994,1033,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,9,12,1994,1994,1037,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,adelie penguin,12,12,1995,1995,0,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,18,11,1995,1995,1281,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,3,12,1996,1996,1158,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,gentoo penguin,3,12,1996,1996,1115,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,3,12,1997,1997,1138,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,gentoo penguin,3,12,1997,1997,1350,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,14,1,2000,1999,1320,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,18,1,2000,1999,1416,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,25,1,2000,1999,1442,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,18,12,1999,1999,1061,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,23,12,2004,2004,759,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,gentoo penguin,23,12,2004,2004,1885,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,10,1,2011,2010,593,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,30,1,2011,2010,874,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,gentoo penguin,10,1,2011,2010,2520,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,3,2,2012,2011,1017,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,16,1,2014,2013,646,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,gentoo penguin,16,1,2014,2013,3168,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,24,1,2015,2014,1134,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,chinstrap penguin,28,1,2016,2015,773,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Hannah Point,HANN,48.1,-60.6134,-62.6545,gentoo penguin,28,1,2016,2015,2820,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Harmony Point,HARM,48.1,-59.2425,-62.3064,chinstrap penguin,19,12,1971,1971,50000,4,nests,ground,"<strong>M&#252;ller-Schwarze, C. and D. M&#252;ller-Schwarze, </strong><i> 1975</i>. A survey of twentyfour rookeries of pygoscelid penguins in the Antarctic Peninsula region. In B. Stonehouse, editor, The biology of penguins, pages 309-320. University Park Press, Baltimore, United States.",Estimated accuracy.
Harmony Point,HARM,48.1,-59.2425,-62.3064,chinstrap penguin,1,2,1987,1986,300000,5,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
Harmony Point,HARM,48.1,-59.2425,-62.3064,chinstrap penguin,Unknown,Unknown,1988,1988,110875,2,nests,ground,"<strong>Silva, M. P., M. Favero, R. J. Casaux, and A. Baroni, </strong><i> 1998</i>. The status of breeding birds at Harmony Point, Nelson Island, Antarctica in summer 1995/96. Marine Ornithology 26:75-78.",None
Harmony Point,HARM,48.1,-59.2425,-62.3064,gentoo penguin,Unknown,Unknown,1988,1988,3957,1,nests,ground,"<strong>Silva, M. P., M. Favero, R. J. Casaux, and A. Baroni, </strong><i> 1998</i>. The status of breeding birds at Harmony Point, Nelson Island, Antarctica in summer 1995/96. Marine Ornithology 26:75-78.",None
Harmony Point,HARM,48.1,-59.2425,-62.3064,chinstrap penguin,Unknown,Unknown,1995,1995,89685,2,nests,ground,"<strong>Silva, M. P., M. Favero, R. J. Casaux, and A. Baroni, </strong><i> 1998</i>. The status of breeding birds at Harmony Point, Nelson Island, Antarctica in summer 1995/96. Marine Ornithology 26:75-78.",None
Harmony Point,HARM,48.1,-59.2425,-62.3064,gentoo penguin,Unknown,Unknown,1995,1995,3347,1,nests,ground,"<strong>Silva, M. P., M. Favero, R. J. Casaux, and A. Baroni, </strong><i> 1998</i>. The status of breeding birds at Harmony Point, Nelson Island, Antarctica in summer 1995/96. Marine Ornithology 26:75-78.",None
Heroina Island,HERO,48.1,-54.6083,-63.3944,adelie penguin,1,12,1996,1996,276938,2,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Heroina Island,HERO,48.1,-54.6083,-63.3944,gentoo penguin,1,12,1996,1996,215,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Heroina Island,HERO,48.1,-54.6083,-63.3944,gentoo penguin,3,2,2006,2005,142,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Heroina Island,HERO,48.1,-54.6083,-63.3944,gentoo penguin,21,1,2009,2008,173,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Heroina Island,HERO,48.1,-54.6083,-63.3944,adelie penguin,9,12,2015,2015,292363,2,nests,uav,"<strong>Borowicz, A., P. McDowall, C. Youngflesh, T. Sayre-McCord, G. Clucas, R. Herman, S. Forrest, M. Rider, M. Schwaller, T. Hart, S. Jenouvrier, M. Polito, H. Singh, and H. J. Lynch, </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.",None
Heroina Island,HERO,48.1,-54.6083,-63.3944,chinstrap penguin,9,12,2015,2015,27,1,nests,ground,"<strong>Borowicz, A., P. McDowall, C. Youngflesh, T. Sayre-McCord, G. Clucas, R. Herman, S. Forrest, M. Rider, M. Schwaller, T. Hart, S. Jenouvrier, M. Polito, H. Singh, and H. J. Lynch, </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.",None
Heroina Island,HERO,48.1,-54.6083,-63.3944,gentoo penguin,9,12,2015,2015,999,1,nests,ground,"<strong>Borowicz, A., P. McDowall, C. Youngflesh, T. Sayre-McCord, G. Clucas, R. Herman, S. Forrest, M. Rider, M. Schwaller, T. Hart, S. Jenouvrier, M. Polito, H. Singh, and H. J. Lynch, </strong><i>2018</i>. Multi-modal survey of Ad&#233;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot. Scientific Reports 8:3926.",None
Hope Bay,HOPE,48.1,-56.9978,-63.3972,adelie penguin,Unknown,Unknown,1979,1979,117095,1,nests,None,"<strong>Wilson, G., </strong><i> 1983</i>. Distribution and abundance of Antarctic and sub- Antarctic penguins: A synthesis of current knowledge, volume 4 of BIOMASS Scientific Series. Scientific Committee on Antarctic Research (SCAR), Cambridge, United Kingdom.",None
Hope Bay,HOPE,48.1,-56.9978,-63.3972,adelie penguin,27,10,1985,1985,123850,1,nests,ground,"<strong>Myrcha, A., A. Tatur, and R. d. Valle, </strong><i> 1987</i>. Numbers of Ad&#233;lie penguins breeding at Hope Bay and Seymour Island rookeries (West Antarctica) in 1985. Polish Polar Research 8:411-422.",Estimated accuracy
Hope Bay,HOPE,48.1,-56.9978,-63.3972,adelie penguin,5,2,2011,2010,104182,5,nests,vhr,"<strong>Lynch, H. J. and M. A. LaRue, </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.",None
Hope Bay,HOPE,48.1,-56.9978,-63.3972,adelie penguin,Unknown,Unknown,2012,2012,104139,3,nests,ground,"<strong>Santos, M. Mercedes, J.T. Hinke, N.R. Coria, B. Fusaro, A. Silvestro, and M. A. Ju&#225;res, </strong><i> 2018</i>. Study of fauna population changes on Penguin Island and Turret Point Oasis (King George Island, Antarctica) using an unmanned aerial vehicle. Polar Biology doi:10.1007/s00300-018-2379-1.","Reported accuracy is +/- 33%, which is slightly more than the N3 accuracy code."
